1st flr sf,2nd flr sf,3ssn porch,bedroom abvgr,bsmt cond,bsmt exposure,bsmt full bath,bsmt half bath,bsmt qual,bsmt unf sf,bsmtfin sf 1,bsmtfin sf 2,bsmtfin type 1,bsmtfin type 2,central air,condition 1,condition 2,electrical,enclosed porch,exter cond,exter qual,exterior 1st,exterior 2nd,fence,fireplace qu,fireplaces,full bath,functional,garage area,garage cars,garage cond,garage finish,garage qual,garage yr blt,gr liv area,half bath,heating qc,id,kitchen abvgr,kitchen qual,land slope,lot area,lot frontage,lot shape,low qual fin sf,ms subclass,mas vnr area,misc val,mo sold,open porch sf,overall cond,overall qual,pid,paved drive,pool area,pool qc,saleprice,screen porch,street,totrms abvgrd,total bsmt sf,utilities,wood deck sf,year built,year remod/add,yr sold,conditions,exteriors,alley_0,alley_1,alley_2,bldg type_1fam,bldg type_2fmcon,bldg type_duplex,bldg type_twnhs,bldg type_twnhse,foundation_brktil,foundation_cblock,foundation_pconc,foundation_slab,foundation_stone,foundation_wood,garage type_2types,garage type_attchd,garage type_basment,garage type_builtin,garage type_carport,garage type_detchd,garage type_na,heating_gasa,heating_gasw,heating_grav,heating_othw,heating_wall,house style_1.5fin,house style_1.5unf,house style_1story,house style_2.5fin,house style_2.5unf,house style_2story,house style_sfoyer,house style_slvl,land contour_bnk,land contour_hls,land contour_low,land contour_lvl,lot config_corner,lot config_culdsac,lot config_fr2,lot config_fr3,lot config_inside,ms zoning_a (agr),ms zoning_c (all),ms zoning_fv,ms zoning_i (all),ms zoning_rh,ms zoning_rl,ms zoning_rm,mas vnr type_brkcmn,mas vnr type_brkface,mas vnr type_none,mas vnr type_stone,misc feature_elev,misc feature_gar2,misc feature_na,misc feature_othr,misc feature_shed,misc feature_tenc,neighborhood_blmngtn,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker,roof matl_clytile,roof matl_compshg,roof matl_membran,roof matl_tar&grv,roof matl_wdshake,roof matl_wdshngl,roof style_flat,roof style_gable,roof style_gambrel,roof style_hip,roof style_mansard,roof style_shed,sale type_cod,sale type_cwd,sale type_con,sale type_conld,sale type_conli,sale type_conlw,sale type_new,sale type_oth,sale type_wd 
1224,0,0,2,0,0,0.0,0.0,0,0.0,0.0,0.0,NA,NA,1,1,1,5,0,3,3,10,11,0,0,0,2,8,462.0,2.0,3,1,3,1962.0,1224,0,3,1899,2,3,3,9842,70.0,4,0,90,0.0,0,3,0,5,4,534429030,2,0,0,101800,0,1,6,0.0,4,0,1962,1962,2007,2,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
575,560,0,3,4,1,1.0,0.0,4,0.0,350.0,210.0,5,4,1,0,1,5,0,4,4,6,6,3,0,0,1,8,576.0,2.0,3,2,3,1971.0,1135,0,5,915,1,4,3,7200,60.0,4,0,70,0.0,0,4,0,9,7,909252020,2,0,0,155000,0,1,6,560.0,4,256,1936,2007,2009,1,12,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1078,0,0,3,3,1,0.0,0.0,3,1054.0,0.0,0.0,1,1,1,1,1,5,0,3,3,7,10,2,0,0,1,8,264.0,1.0,3,1,3,1987.0,1078,0,5,660,1,5,3,10230,60.0,4,0,30,0.0,0,12,0,7,5,535378120,0,0,0,125000,112,1,6,1054.0,4,0,1925,1950,2009,2,17,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
968,0,0,2,0,0,0.0,0.0,0,0.0,0.0,0.0,NA,NA,1,1,1,5,0,3,3,7,10,0,0,0,1,8,331.0,1.0,3,1,2,1956.0,968,0,4,2004,1,3,3,8626,52.0,4,0,20,1.0,0,5,0,6,4,902427140,2,0,0,104500,0,1,5,0.0,4,0,1956,1956,2007,2,17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1462,762,0,4,3,1,1.0,0.0,5,292.0,1170.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,4,1,2,8,738.0,3.0,3,3,3,2004.0,2224,1,5,443,1,5,3,8834,74.0,4,0,60,216.0,0,6,0,5,9,528142040,2,0,0,350000,0,1,10,1462.0,4,184,2004,2005,2009,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1040,0,0,2,0,0,0.0,0.0,0,0.0,0.0,0.0,NA,NA,0,1,1,3,0,3,3,5,5,0,0,0,2,8,400.0,2.0,3,1,3,1949.0,1040,0,4,2627,2,3,3,8544,60.0,4,0,90,0.0,0,7,0,4,3,535454060,2,0,0,93500,0,1,6,0.0,4,0,1950,1950,2006,2,10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
882,908,0,3,3,1,1.0,0.0,4,240.0,633.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,0,0,2,8,588.0,2.0,3,2,3,1999.0,1790,1,5,1438,1,4,3,9179,68.0,3,0,60,158.0,0,6,88,5,7,907181140,2,0,0,193000,0,1,7,873.0,4,0,1999,1999,2008,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1423,748,0,3,3,1,0.0,0.0,5,588.0,0.0,0.0,1,1,1,1,1,5,0,3,3,7,10,0,4,1,2,7,672.0,2.0,3,3,3,1993.0,2555,0,2,1525,1,3,5,11526,79.0,3,384,70,0.0,0,9,0,7,6,909251090,2,0,0,191000,0,1,11,588.0,4,431,1922,1994,2008,2,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
813,0,0,2,3,1,0.0,0.0,3,813.0,0.0,0.0,1,1,1,1,1,4,0,3,3,6,6,0,0,0,1,8,270.0,1.0,2,1,2,1932.0,813,0,5,2644,1,4,3,5684,70.0,4,0,30,0.0,0,6,113,8,6,902109010,0,0,0,110000,0,1,5,813.0,4,0,1930,2005,2006,2,12,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1299,573,0,3,3,3,1.0,0.0,4,309.0,990.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,3,1,2,8,531.0,2.0,3,2,3,2001.0,1872,1,5,866,1,5,3,11885,66.95277989337396,4,0,60,108.0,0,11,122,5,8,907252220,2,0,0,261500,0,1,7,1299.0,4,160,2001,2001,2009,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1050,0,0,2,3,1,0.0,0.0,3,546.0,504.0,0.0,3,1,1,1,1,5,0,3,3,7,10,0,0,0,1,8,338.0,1.0,3,1,3,1956.0,1050,0,4,620,1,3,3,9600,80.0,4,0,20,0.0,0,6,0,6,5,534476320,2,0,0,128900,0,1,5,1050.0,4,0,1956,1956,2009,2,17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1933,1567,0,4,3,3,1.0,0.0,5,48.0,292.0,1393.0,3,6,1,1,1,5,0,4,4,7,10,0,3,1,3,8,959.0,3.0,3,2,3,1993.0,3500,1,5,2451,1,5,3,17242,114.0,3,0,60,738.0,0,5,86,5,9,528360050,2,0,0,584500,210,1,11,1733.0,4,870,1993,1994,2006,2,17,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
948,0,0,3,3,1,0.0,0.0,3,372.0,492.0,0.0,5,1,1,1,1,5,0,3,3,6,6,0,0,0,1,8,248.0,1.0,3,1,3,1954.0,948,0,5,2186,1,3,3,10215,75.0,4,0,20,132.0,0,2,0,5,4,908225240,2,0,0,111000,0,1,5,864.0,4,0,1954,1954,2007,2,12,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
960,356,0,4,3,1,0.0,0.0,2,750.0,0.0,0.0,1,1,1,0,1,5,0,3,3,10,11,0,0,0,1,8,576.0,2.0,3,1,3,1965.0,1316,0,3,2025,1,3,3,8550,60.0,4,0,50,0.0,0,10,0,5,5,903425270,2,0,0,90000,0,1,7,750.0,4,0,1926,1950,2007,1,21,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1465,915,0,3,3,1,0.0,0.0,4,111.0,187.0,723.0,2,3,1,1,1,5,0,4,3,11,12,0,1,1,2,2,596.0,2.0,3,1,3,1965.0,2380,1,3,1916,1,3,3,18450,66.95277989337396,3,0,60,113.0,0,8,265,5,6,535126180,2,0,0,129000,0,1,7,1021.0,4,0,1965,1979,2007,2,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1640,0,216,3,3,1,1.0,0.0,3,568.0,728.0,0.0,4,1,1,2,1,5,0,3,4,10,11,0,4,1,1,8,924.0,2.0,3,1,3,1993.0,1640,0,5,1542,1,4,3,14778,55.22857142857143,3,0,20,72.0,0,11,0,7,6,909428190,2,0,0,224000,0,1,7,1296.0,4,108,1954,2006,2008,3,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
600,600,0,2,3,1,1.0,0.0,4,210.0,390.0,0.0,6,1,1,1,1,5,0,3,4,7,10,0,0,0,2,8,480.0,2.0,3,2,3,2005.0,1200,1,5,1163,1,4,3,3180,30.0,4,0,160,0.0,0,5,166,5,6,533212050,2,0,0,165000,0,1,5,600.0,4,0,2005,2005,2008,2,17,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
662,662,0,3,3,1,0.0,1.0,3,662.0,0.0,0.0,1,1,1,1,1,5,112,4,3,13,14,4,0,0,1,8,180.0,1.0,3,1,3,1920.0,1324,0,5,205,1,3,3,3068,52.0,4,0,70,0.0,0,2,0,8,6,903430080,2,0,0,122000,0,1,6,662.0,4,0,1920,1993,2010,2,27,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1564,0,0,2,3,3,0.0,0.0,4,963.0,583.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,4,1,2,8,502.0,2.0,3,2,3,2207.0,1564,0,5,2261,1,5,3,8298,68.0,3,0,20,0.0,0,9,0,5,8,916384070,2,0,0,267300,0,1,6,1546.0,4,132,2006,2007,2007,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1966,1174,0,4,3,1,0.0,0.0,5,1926.0,0.0,0.0,1,1,1,1,1,5,0,3,5,13,14,0,4,2,3,8,820.0,3.0,3,3,3,2009.0,3140,1,5,423,1,5,3,13518,104.0,4,0,60,860.0,0,7,78,5,9,528104070,2,0,0,485000,0,1,11,1926.0,4,144,2008,2009,2009,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1611,875,0,5,3,1,0.0,0.0,3,1595.0,0.0,0.0,1,1,1,0,0,5,0,3,3,12,6,0,4,1,2,8,576.0,2.0,3,1,3,1962.0,2486,0,3,2687,1,3,3,33120,90.0,1,0,50,0.0,0,10,0,5,6,903425190,2,0,0,220000,0,1,8,1595.0,4,0,1962,1962,2006,0,18,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
872,899,0,3,3,1,1.0,0.0,4,176.0,688.0,0.0,6,1,1,2,1,5,0,3,3,13,14,0,0,0,2,8,600.0,2.0,3,2,3,1997.0,1771,1,5,1436,1,4,3,13142,83.24555160142349,3,0,60,128.0,0,7,96,5,6,907176010,2,0,0,215700,0,1,6,864.0,4,0,1997,1997,2008,3,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1836,0,0,3,3,2,1.0,0.0,5,797.0,1039.0,0.0,6,1,1,1,1,5,0,3,4,7,10,0,4,1,2,8,862.0,3.0,3,3,3,2004.0,1836,0,5,444,1,4,3,11362,107.0,3,0,20,42.0,0,3,185,5,8,528142090,2,0,0,280000,0,1,7,1836.0,4,125,2004,2005,2009,2,17,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1575,0,0,2,3,2,1.0,0.0,4,454.0,1149.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,3,1,2,8,732.0,3.0,3,3,3,2003.0,1575,0,5,1067,1,4,3,10845,92.0,3,0,20,504.0,0,6,28,5,8,528172080,2,0,0,284000,0,1,7,1603.0,4,216,2003,2004,2008,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
630,0,0,1,3,3,1.0,0.0,4,0.0,131.0,499.0,4,6,1,1,1,5,0,3,3,14,16,3,0,0,1,8,0.0,0.0,0,0,0,NA,630,0,4,2290,1,3,3,1936,21.0,4,0,180,0.0,0,12,0,6,4,923228290,2,0,0,84500,0,1,3,630.0,4,0,1970,1970,2007,2,30,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1395,0,0,2,3,3,1.0,0.0,3,415.0,717.0,263.0,4,2,1,1,1,5,113,3,3,6,6,0,3,1,1,7,440.0,2.0,3,2,3,1963.0,1395,0,3,168,1,3,5,9760,80.0,4,0,20,218.0,0,5,0,7,6,535476350,2,0,0,192000,240,1,7,1395.0,4,657,1963,1984,2010,2,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
502,502,0,2,3,1,0.0,0.0,3,502.0,0.0,0.0,1,1,0,1,1,5,68,3,3,6,6,3,1,1,1,8,200.0,1.0,3,1,2,1930.0,1004,0,3,2643,1,4,3,3960,66.0,4,0,70,0.0,0,7,0,8,7,902108060,0,0,0,105000,0,1,5,502.0,4,280,1930,1950,2006,2,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1836,0,0,3,3,1,0.0,0.0,4,1836.0,24.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,4,1,2,8,484.0,2.0,3,3,3,2004.0,1836,0,5,2802,1,4,3,9100,70.0,4,0,20,0.0,0,10,33,5,7,907290080,2,0,0,216837,0,1,8,1860.0,4,120,2004,2005,2006,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1496,0,0,3,3,1,0.0,0.0,3,638.0,658.0,0.0,3,1,1,1,1,5,0,2,2,7,10,3,0,0,2,8,450.0,2.0,3,2,3,1960.0,1496,0,3,1224,1,4,3,9600,80.0,4,0,20,203.0,0,2,22,6,5,534455030,2,0,0,141500,0,1,6,1296.0,4,0,1960,1960,2008,2,17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
894,0,0,3,3,1,1.0,0.0,3,192.0,702.0,0.0,4,1,1,0,1,5,0,3,3,13,14,0,0,0,1,8,450.0,2.0,3,2,3,1967.0,894,0,5,1382,1,4,3,9764,57.0,3,0,20,0.0,0,5,0,7,5,905104180,2,0,0,130000,0,1,5,894.0,4,0,1967,2003,2008,1,27,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1040,0,0,3,3,1,0.0,0.0,4,424.0,616.0,0.0,3,1,1,1,1,5,0,3,3,10,11,0,0,0,2,8,0.0,0.0,0,0,0,NA,1040,0,3,853,1,3,5,8430,60.0,4,0,20,136.0,0,8,0,5,5,907200230,2,0,0,124000,0,1,5,1040.0,4,0,1978,1978,2009,2,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
942,886,0,3,3,1,0.0,0.0,4,311.0,548.0,0.0,5,1,1,1,1,5,212,3,3,6,12,3,0,0,2,8,0.0,0.0,0,0,0,NA,1828,0,5,2237,1,4,3,9060,50.0,4,0,70,0.0,0,3,0,6,5,910201180,2,0,0,150909,0,1,6,859.0,4,174,1923,1999,2007,2,18,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
