1st flr sf,2nd flr sf,3ssn porch,alley,bedroom abvgr,bldg type,bsmt cond,bsmt exposure,bsmt full bath,bsmt half bath,bsmt qual,bsmt unf sf,bsmtfin sf 1,bsmtfin sf 2,bsmtfin type 1,bsmtfin type 2,central air,condition 1,condition 2,electrical,enclosed porch,exter cond,exter qual,exterior 1st,exterior 2nd,fence,fireplace qu,fireplaces,foundation,full bath,functional,garage area,garage cars,garage cond,garage finish,garage qual,garage type,garage yr blt,gr liv area,half bath,heating,heating qc,house style,id,kitchen abvgr,kitchen qual,land contour,land slope,lot area,lot config,lot frontage,lot shape,low qual fin sf,ms subclass,ms zoning,mas vnr area,mas vnr type,misc feature,misc val,mo sold,neighborhood,open porch sf,overall cond,overall qual,pid,paved drive,pool area,pool qc,roof matl,roof style,sale type,saleprice,screen porch,street,totrms abvgrd,total bsmt sf,utilities,wood deck sf,year built,year remod/add,yr sold
1127,0,0,NA,3,1Fam,5,1,0.0,1.0,3,94.0,1033.0,0.0,4,1,Y,Norm,Norm,5,138,TA,TA,HdBoard,Plywood,0,1,1,CBlock,1,Typ,480.0,2.0,3,1,3,1,1991.0,1127,1,GasA,TA,1Story,1491,1,TA,Lvl,Gtl,6500,Inside,65.0,Reg,0,20,RL,84.0,3,0,0,5,Edwards,0,6,6,908103280,Y,0,0,CompShg,Hip,WD ,135000,0,Pave,6,1127.0,AllPub,0,1976,1976,2008
1216,639,0,NA,4,1Fam,2,1,0.0,0.0,3,550.0,444.0,0.0,3,1,Y,Norm,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,0,0,0,CBlock,2,Typ,325.0,1.0,3,1,3,5,1954.0,1855,0,GasA,Gd,1.5Fin,2742,1,TA,Lvl,Gtl,9525,Inside,75.0,Reg,0,50,RL,0.0,0,0,0,10,Edwards,0,4,6,905452140,Y,0,0,CompShg,Gable,WD ,136900,0,Pave,7,994.0,AllPub,182,1954,1972,2006
1236,0,0,NA,3,1Fam,3,1,0.0,0.0,3,447.0,465.0,0.0,4,1,Y,Feedr,Norm,5,0,TA,TA,HdBoard,Plywood,0,3,1,CBlock,1,Typ,288.0,1.0,3,1,3,5,1961.0,1236,0,GasA,TA,1Story,2497,1,TA,Lvl,Gtl,6993,Inside,65.0,Reg,0,20,RL,0.0,0,0,0,6,Sawyer,0,7,5,532378160,Y,0,0,CompShg,Gable,WD ,135000,0,Pave,6,912.0,AllPub,0,1961,1994,2006
1268,1097,0,NA,3,1Fam,3,2,1.0,0.0,4,89.0,1163.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,856.0,3.0,3,2,3,5,1999.0,2365,1,GasA,Ex,2Story,495,1,Gd,Lvl,Gtl,9430,Inside,82.0,Reg,0,60,RL,673.0,3,0,0,7,NoRidge,128,5,8,528315090,Y,0,0,CompShg,Gable,WD ,337000,180,Pave,8,1252.0,AllPub,0,1999,1999,2009
1512,1142,0,NA,4,1Fam,3,2,1.0,0.0,3,435.0,619.0,0.0,4,1,Y,PosA,Norm,5,0,TA,TA,HdBoard,HdBoard,0,4,1,CBlock,2,Typ,619.0,2.0,3,1,3,5,1968.0,2654,1,GasA,TA,2Story,2528,1,Gd,Lvl,Gtl,11029,Corner,83.24555160142349,IR1,0,60,RL,220.0,3,0,0,8,NWAmes,65,7,6,534128210,Y,0,0,CompShg,Gable,WD ,250000,222,Pave,9,1054.0,AllPub,0,1968,1984,2006
1236,1104,0,NA,4,1Fam,3,1,1.0,0.0,4,213.0,1023.0,0.0,6,1,Y,Norm,Norm,5,218,TA,Gd,VinylSd,VinylSd,4,4,1,PConc,2,Typ,787.0,3.0,3,2,3,5,1996.0,2340,1,GasA,Ex,2Story,1033,1,Gd,Lvl,Gtl,14311,FR3,87.0,IR1,0,60,RL,402.0,3,0,0,6,NWAmes,180,5,8,527380240,Y,0,0,CompShg,Gable,WD ,306000,0,Pave,9,1236.0,AllPub,192,1996,1996,2008
1200,0,0,NA,3,Duplex,4,4,3.0,0.0,4,0.0,1200.0,0.0,6,1,Y,Norm,Norm,5,0,Gd,TA,Plywood,Plywood,0,0,0,CBlock,3,Typ,0.0,0.0,0,0,0,0,0.0,1200,0,GasA,TA,1Story,764,1,TA,Lvl,Gtl,10800,Inside,60.0,Reg,0,90,RL,0.0,0,0,0,3,Edwards,0,5,5,904301070,Y,0,0,CompShg,Gable,WD ,179000,0,Pave,5,1200.0,AllPub,120,1987,1988,2009
703,689,0,Pave,2,TwnhsE,3,1,0.0,0.0,4,689.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,540.0,2.0,3,1,3,1,2007.0,1392,0,GasA,Ex,2Story,1165,1,Gd,Lvl,Gtl,3604,Corner,34.0,Reg,0,160,FV,0.0,0,0,0,2,Somerst,102,5,7,533212150,Y,0,0,CompShg,Gable,WD ,146000,0,Pave,5,689.0,AllPub,0,2007,2007,2008
1138,1042,0,Grvl,3,1Fam,2,1,0.0,0.0,3,763.0,375.0,0.0,2,1,Y,Norm,Norm,5,170,TA,TA,MetalSd,MetalSd,0,4,1,CBlock,1,Typ,720.0,2.0,3,1,3,1,2006.0,2180,1,GasA,Gd,1.5Fin,2037,1,TA,Lvl,Gtl,10320,Inside,60.0,Reg,0,50,RM,0.0,0,0,0,5,IDOTRR,0,5,6,903457040,N,0,0,CompShg,Gable,WD ,161000,0,Pave,7,1138.0,AllPub,0,1915,1950,2007
1610,0,0,NA,3,1Fam,3,2,1.0,0.0,3,410.0,1200.0,0.0,5,1,Y,Norm,Norm,5,0,TA,TA,Plywood,Plywood,0,3,2,PConc,2,Typ,480.0,2.0,3,2,3,5,1977.0,1610,0,GasA,Gd,1Story,113,1,Gd,Lvl,Gtl,10603,Inside,66.95277989337396,IR1,0,20,RL,28.0,3,0,0,2,NWAmes,68,7,6,534152050,Y,0,0,CompShg,Gable,WD ,205000,0,Pave,6,1610.0,AllPub,168,1977,2001,2010
1501,0,0,NA,2,TwnhsE,3,3,1.0,0.0,4,384.0,893.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,3,1,CBlock,2,Typ,512.0,2.0,3,3,3,5,1986.0,1501,0,GasA,Gd,1Story,1572,1,Gd,Lvl,Gtl,4084,Inside,42.0,IR1,0,120,RL,340.0,3,0,0,7,Timber,0,6,7,916226030,Y,0,0,CompShg,Gable,WD ,241500,0,Pave,6,1277.0,AllPub,240,1986,1986,2008
1029,0,0,NA,3,1Fam,3,2,1.0,0.0,3,126.0,903.0,0.0,3,1,Y,Feedr,Norm,5,39,Fa,TA,VinylSd,VinylSd,0,0,0,CBlock,1,Typ,261.0,1.0,3,1,3,5,1961.0,1029,0,GasA,Gd,1Story,2052,1,TA,Lvl,Gtl,7943,Inside,61.0,Reg,0,20,RL,192.0,4,0,0,4,Sawyer,0,5,4,905101200,Y,0,0,CompShg,Gable,WD ,118500,0,Pave,5,1029.0,AllPub,64,1961,1961,2007
1352,0,0,NA,3,1Fam,3,3,0.0,1.0,3,468.0,300.0,294.0,4,3,Y,Norm,Norm,3,294,TA,TA,Wd Sdng,ImStucc,0,0,0,CBlock,1,Min2,288.0,1.0,3,1,3,3,1958.0,1352,0,GasA,Ex,SLvl,2702,1,Gd,Lvl,Gtl,6930,Inside,92.0,IR1,0,80,RL,120.0,3,0,0,7,ClearCr,0,4,5,904101040,Y,0,0,CompShg,Hip,WD ,130000,0,Pave,6,1062.0,AllPub,168,1958,1958,2006
1072,0,0,NA,2,1Fam,3,1,0.0,0.0,3,808.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,TA,VinylSd,VinylSd,0,4,2,CBlock,1,Typ,379.0,2.0,3,1,3,1,1940.0,1072,0,GasA,Ex,1Story,1981,1,TA,Lvl,Gtl,7200,Inside,60.0,Reg,0,30,RM,279.0,1,0,0,5,OldTown,0,8,5,902128160,Y,0,0,CompShg,Gable,WD ,130000,0,Pave,5,808.0,AllPub,0,1940,1950,2007
1850,848,0,NA,4,1Fam,3,1,1.0,0.0,5,644.0,1206.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Ex,VinylSd,VinylSd,0,4,1,PConc,2,Typ,736.0,3.0,3,2,3,5,2006.0,2698,1,GasA,Ex,2Story,2335,1,Ex,Lvl,Gtl,16052,CulDSac,82.0,IR1,0,60,RL,734.0,1,0,0,7,StoneBr,0,5,10,527214060,Y,0,0,CompShg,Hip,New,535000,0,Pave,11,1850.0,AllPub,250,2006,2006,2006
912,0,0,NA,3,1Fam,3,1,0.0,1.0,3,182.0,140.0,590.0,2,4,Y,Feedr,Norm,5,0,TA,TA,VinylSd,VinylSd,0,0,0,CBlock,1,Typ,252.0,1.0,3,1,3,5,1962.0,912,0,GasA,Gd,1Story,563,1,TA,Lvl,Gtl,7150,Inside,65.0,Reg,0,20,RL,60.0,3,0,0,10,Sawyer,0,6,5,532378180,Y,0,0,CompShg,Gable,WD ,123000,0,Pave,6,912.0,AllPub,0,1962,1962,2009
1152,0,0,NA,2,Duplex,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,N,Norm,Norm,5,0,Fa,TA,AsbShng,Plywood,0,0,0,PConc,2,Typ,0.0,0.0,0,0,0,0,0.0,1152,0,GasA,TA,1Story,1502,2,TA,Lvl,Gtl,6012,Corner,65.0,Reg,0,90,RL,0.0,0,0,0,6,Edwards,0,5,4,908201110,N,0,0,CompShg,Gable,WD ,82000,0,Pave,6,0.0,AllPub,0,1955,1955,2008
730,720,0,NA,3,1Fam,3,1,0.0,0.0,3,508.0,116.0,0.0,4,1,Y,Artery,Norm,5,0,TA,TA,Wd Sdng,Wd Shng,3,0,0,BrkTil,1,Typ,288.0,1.0,3,1,3,1,1935.0,1450,0,GasA,Ex,2Story,1310,1,TA,Lvl,Gtl,5350,Corner,53.0,Reg,0,75,RM,0.0,0,0,0,3,OldTown,192,8,7,902300260,Y,0,0,CompShg,Gable,WD ,132000,0,Pave,7,624.0,AllPub,0,1920,1965,2008
1073,0,0,NA,2,1Fam,3,1,0.0,0.0,3,1073.0,0.0,0.0,1,1,Y,Norm,Norm,5,112,TA,TA,MetalSd,MetalSd,0,0,0,BrkTil,1,Typ,326.0,1.0,3,1,3,1,1968.0,1073,0,GasA,Ex,1Story,2598,1,TA,Lvl,Sev,5400,Corner,60.0,Reg,0,30,RL,0.0,0,0,0,12,OldTown,0,6,5,535376100,Y,0,0,CompShg,Gable,WD ,108480,0,Pave,4,1073.0,AllPub,0,1921,1968,2006
1458,0,0,NA,3,1Fam,3,1,1.0,0.0,3,0.0,194.0,982.0,4,2,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,3,3,1,CBlock,1,Typ,512.0,2.0,3,1,3,5,1967.0,1458,1,GasA,TA,1Story,2715,1,TA,Lvl,Gtl,9535,Inside,66.95277989337396,IR1,0,20,RL,450.0,3,0,0,7,Sawyer,0,5,5,905107220,Y,0,0,CompShg,Gable,WD ,165000,0,Pave,7,1176.0,AllPub,284,1967,1967,2006
1486,0,0,NA,3,1Fam,3,1,0.0,0.0,4,1461.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,566.0,2.0,3,2,3,5,2006.0,1486,0,GasA,Ex,1Story,1810,1,Gd,Lvl,Gtl,7441,Inside,65.0,IR1,0,20,RL,170.0,3,0,0,6,SawyerW,32,5,7,531376060,Y,0,0,CompShg,Gable,WD ,181000,0,Pave,7,1461.0,AllPub,0,2006,2006,2007
904,611,0,NA,4,1Fam,4,1,0.0,0.0,3,552.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,3,1,CBlock,2,Typ,384.0,1.0,3,1,3,5,1961.0,1774,0,GasA,TA,SLvl,778,1,TA,Lvl,Gtl,15400,Inside,88.0,Reg,259,80,RL,0.0,0,0,0,7,Sawyer,40,5,5,905200260,Y,0,0,CompShg,Hip,WD ,165000,0,Pave,8,552.0,AllPub,290,1961,1961,2009
864,615,0,NA,5,1Fam,3,3,0.0,0.0,3,388.0,476.0,0.0,4,1,Y,Norm,Norm,5,280,TA,TA,HdBoard,HdBoard,0,0,0,CBlock,2,Typ,275.0,1.0,3,3,3,5,1969.0,1479,0,GasA,TA,1.5Fin,339,1,TA,Lvl,Mod,10544,Inside,68.0,IR1,0,50,RL,0.0,0,0,0,4,Mitchel,0,5,5,924100050,Y,0,0,CompShg,Gable,WD ,161000,0,Pave,8,864.0,AllPub,287,1969,1969,2010
1504,0,0,NA,3,1Fam,3,1,0.0,0.0,4,1504.0,0.0,0.0,1,1,Y,Feedr,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,510.0,2.0,3,3,3,5,2006.0,1504,0,GasA,Ex,1Story,2460,1,Gd,Lvl,Gtl,10936,Corner,85.0,Reg,0,20,RL,60.0,3,0,0,9,Somerst,0,5,8,528445010,Y,0,0,CompShg,Gable,New,199000,0,Pave,7,1504.0,AllPub,144,2006,2006,2006
824,1070,0,NA,4,1Fam,3,1,1.0,0.0,4,193.0,624.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,510.0,2.0,3,3,3,3,2002.0,1894,1,GasA,Ex,2Story,320,1,Gd,Lvl,Gtl,11316,Corner,80.0,Reg,0,60,RL,44.0,3,0,0,2,Timber,40,5,7,916455170,Y,0,0,CompShg,Gable,WD ,214900,0,Pave,8,817.0,AllPub,0,2002,2003,2010
1278,0,0,NA,2,1Fam,3,1,0.0,0.0,4,1254.0,24.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,584.0,2.0,3,2,3,5,2006.0,1278,0,GasA,Ex,1Story,2461,1,Gd,Lvl,Gtl,8640,Inside,72.0,Reg,0,20,FV,0.0,0,0,0,10,Somerst,60,5,8,528456200,Y,0,0,CompShg,Gable,New,198600,0,Pave,5,1278.0,AllPub,0,2006,2006,2006
1165,1098,0,NA,4,1Fam,3,1,0.0,0.0,4,1141.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,3,1,PConc,2,Typ,420.0,2.0,3,3,3,3,1998.0,2263,1,GasA,Gd,2Story,2449,1,Gd,Lvl,Gtl,12090,Corner,93.0,Reg,0,60,RL,650.0,3,0,0,7,NoRidge,123,5,8,528348010,Y,0,0,CompShg,Hip,WD ,258000,0,Pave,10,1141.0,AllPub,144,1998,1998,2006
1168,1619,0,NA,6,Duplex,3,1,2.0,0.0,5,348.0,820.0,0.0,6,1,Y,Feedr,Norm,5,0,TA,TA,VinylSd,VinylSd,0,3,2,PConc,4,Typ,820.0,4.0,3,3,3,3,2000.0,2787,2,GasA,Ex,2Story,817,2,TA,Lvl,Gtl,7939,Inside,66.95277989337396,Reg,0,90,RL,23.0,3,0,0,10,SawyerW,0,5,7,906230020,Y,0,0,CompShg,Hip,WD ,269500,0,Pave,8,1168.0,AllPub,312,2000,2000,2009
707,707,0,NA,3,1Fam,3,1,0.0,0.0,4,707.0,0.0,0.0,1,1,Y,RRAn,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,403.0,2.0,3,3,3,5,2002.0,1414,1,GasA,Ex,2Story,1096,1,Gd,Lvl,Gtl,7750,Inside,66.95277989337396,Reg,0,60,RL,0.0,0,0,0,4,Gilbert,35,5,7,528290090,Y,0,0,CompShg,Gable,WD ,176000,0,Pave,6,707.0,AllPub,100,2002,2002,2008
1302,0,0,NA,3,1Fam,3,4,0.0,1.0,4,452.0,270.0,580.0,2,5,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,3,0,0,CBlock,2,Min1,309.0,1.0,3,2,3,5,1964.0,1302,0,GasA,Ex,SLvl,1893,1,Gd,Lvl,Gtl,9350,Inside,85.0,Reg,0,80,RL,108.0,3,0,0,10,NAmes,0,7,6,534403040,Y,0,0,CompShg,Hip,CWD,158000,0,Pave,7,1302.0,AllPub,333,1964,1991,2007
779,640,0,NA,3,1Fam,3,1,1.0,0.0,4,55.0,353.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,3,1,PConc,2,Typ,527.0,2.0,3,3,3,3,2002.0,1419,1,GasA,Ex,SLvl,479,1,Gd,Lvl,Gtl,7750,Inside,66.95277989337396,Reg,0,80,RL,0.0,0,0,0,3,Gilbert,0,5,8,528240060,Y,0,0,CompShg,Hip,WD ,184100,0,Pave,7,408.0,AllPub,120,2002,2002,2009
1220,0,0,NA,2,1Fam,3,2,0.0,1.0,3,1012.0,492.0,121.0,5,4,Y,PosN,Norm,5,249,TA,TA,HdBoard,HdBoard,0,3,1,CBlock,2,Typ,944.0,2.0,3,1,3,5,1971.0,1220,0,GasA,TA,1Story,1657,1,TA,Lvl,Gtl,13001,Inside,128.0,IR1,0,20,RL,176.0,3,0,0,9,NWAmes,0,5,6,527357020,Y,0,0,CompShg,Hip,WD ,170000,0,Pave,6,1625.0,AllPub,0,1971,1971,2007
1182,800,0,NA,3,1Fam,3,1,1.0,0.0,3,118.0,454.0,0.0,5,1,Y,Norm,Norm,5,0,Gd,TA,VinylSd,VinylSd,0,3,1,CBlock,2,Typ,501.0,2.0,3,3,3,3,1986.0,1982,1,GasA,Gd,SLvl,937,1,TA,Lvl,Gtl,13607,Inside,66.95277989337396,IR1,0,80,RL,242.0,3,2,1500,4,Crawfor,112,6,6,909452050,Y,0,0,CompShg,Gable,WD ,208000,0,Pave,6,572.0,AllPub,400,1986,1986,2009
848,0,0,NA,1,TwnhsE,3,3,1.0,0.0,4,163.0,685.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,1,Typ,420.0,2.0,3,3,3,5,2003.0,848,0,GasA,Ex,1Story,879,1,Gd,Lvl,Gtl,4435,Inside,66.95277989337396,Reg,0,120,RM,170.0,3,0,0,5,CollgCr,0,5,6,907290210,Y,0,0,CompShg,Gable,WD ,140000,0,Pave,4,848.0,AllPub,140,2003,2003,2009
1648,0,153,NA,2,TwnhsE,3,4,1.0,1.0,5,120.0,1476.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Ex,CemntBd,CmentBd,0,4,1,PConc,2,Typ,482.0,2.0,3,3,3,5,2007.0,1648,0,GasA,Ex,1Story,945,1,Ex,HLS,Mod,3843,Inside,44.0,IR1,0,120,RM,174.0,1,0,0,6,Crawfor,53,5,8,911370500,Y,0,0,CompShg,Hip,New,230000,0,Pave,5,1596.0,AllPub,162,2007,2008,2009
1337,0,0,NA,2,TwnhsE,3,4,1.0,0.0,4,1018.0,319.0,0.0,6,1,Y,Norm,Norm,5,154,TA,Gd,HdBoard,HdBoard,0,3,1,PConc,2,Typ,462.0,2.0,3,2,3,5,1989.0,1337,0,GasA,Gd,1Story,1010,1,Gd,HLS,Mod,5950,Inside,65.0,IR1,0,120,RL,0.0,0,0,0,4,StoneBr,73,5,8,527183060,Y,0,0,CompShg,Gable,WD ,188500,0,Pave,5,1337.0,AllPub,0,1989,1989,2008
1125,592,0,NA,2,1Fam,3,2,0.0,0.0,4,299.0,602.0,0.0,4,1,Y,Norm,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,0,4,1,CBlock,1,Typ,410.0,1.0,3,1,3,5,1940.0,1717,1,GasA,TA,1.5Fin,2861,1,TA,HLS,Mod,12400,Inside,80.0,Reg,0,50,RL,0.0,0,0,0,2,Crawfor,0,6,5,909276070,Y,0,0,CompShg,Gable,WD ,194000,113,Pave,7,901.0,AllPub,0,1940,1950,2006
1104,0,0,NA,3,1Fam,3,1,1.0,0.0,3,330.0,774.0,0.0,3,1,Y,Norm,Norm,5,0,TA,TA,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,384.0,1.0,3,2,3,5,1956.0,1104,0,GasA,Gd,1Story,1245,1,TA,Lvl,Gtl,10425,Inside,75.0,Reg,0,20,RL,0.0,0,0,0,4,NAmes,0,5,5,535180120,Y,0,0,CompShg,Gable,WD ,133000,0,Pave,5,1104.0,AllPub,0,1956,1958,2008
907,0,0,NA,3,1Fam,3,3,0.0,0.0,4,282.0,625.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,MetalSd,MetalSd,3,0,0,BrkTil,1,Typ,343.0,1.0,3,1,3,5,1978.0,907,0,GasA,TA,1Story,854,1,TA,Lvl,Gtl,16269,CulDSac,55.22857142857143,IR1,0,20,RL,76.0,3,0,0,7,CollgCr,0,5,5,907201220,Y,0,0,CompShg,Gable,WD ,140000,0,Pave,5,907.0,AllPub,72,1978,1978,2009
782,870,0,NA,3,1Fam,3,2,0.0,0.0,4,255.0,527.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,532.0,2.0,3,2,3,5,2000.0,1652,1,GasA,Ex,2Story,1437,1,Gd,Lvl,Gtl,8998,Inside,68.0,IR1,0,60,RL,120.0,3,0,0,6,CollgCr,70,5,7,907181120,Y,0,0,CompShg,Gable,WD ,207500,0,Pave,6,782.0,AllPub,0,2000,2000,2008
1271,1369,0,NA,5,1Fam,3,1,0.0,0.0,3,932.0,0.0,0.0,1,1,Y,PosA,Norm,5,0,TA,TA,MetalSd,MetalSd,0,3,1,PConc,2,Typ,515.0,2.0,3,2,3,5,1967.0,2640,1,GasA,Gd,2Story,586,1,Gd,Lvl,Gtl,10400,Inside,80.0,Reg,0,60,RL,256.0,3,0,0,5,NWAmes,120,7,6,534128190,Y,0,0,CompShg,Gable,WD ,256900,168,Pave,8,932.0,AllPub,0,1967,1997,2009
735,299,0,NA,2,1Fam,3,1,0.0,0.0,3,735.0,0.0,0.0,1,1,Y,Norm,Norm,4,0,TA,TA,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,240.0,1.0,3,1,3,1,1940.0,1034,0,GasA,Gd,1.5Fin,1947,1,TA,Lvl,Gtl,10134,Inside,60.0,Reg,0,50,RL,0.0,0,0,0,7,OldTown,39,6,5,535375130,Y,0,0,CompShg,Gable,WD ,109000,0,Pave,5,735.0,AllPub,0,1940,1950,2007
1513,0,0,NA,4,Duplex,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,0,0,Slab,2,Typ,400.0,2.0,3,1,3,5,1979.0,1513,0,GasA,TA,1Story,815,2,TA,Bnk,Gtl,7007,Inside,64.0,Reg,0,90,RL,0.0,0,0,0,6,SawyerW,0,5,5,906226140,Y,0,0,CompShg,Gable,WD ,113722,0,Pave,8,0.0,AllPub,0,1979,1979,2009
1498,0,0,NA,3,1Fam,3,4,0.0,0.0,5,1474.0,24.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,844.0,3.0,3,3,3,5,2005.0,1498,0,GasA,Ex,1Story,831,1,Gd,Lvl,Gtl,11645,Inside,78.0,Reg,0,20,RL,76.0,1,0,0,3,CollgCr,98,5,8,906392110,Y,0,0,CompShg,Gable,WD ,237000,0,Pave,7,1498.0,AllPub,144,2005,2006,2009
1053,0,0,NA,3,1Fam,3,1,1.0,0.0,3,765.0,288.0,0.0,5,1,Y,Norm,Norm,5,0,TA,TA,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,692.0,2.0,3,2,3,6,1994.0,1053,0,GasA,Gd,1Story,1919,1,Gd,Lvl,Gtl,8250,Corner,60.0,Reg,0,20,RL,0.0,0,0,0,7,NAmes,0,7,5,535151110,Y,0,0,CompShg,Gable,WD ,142100,109,Pave,6,1053.0,AllPub,240,1963,1963,2007
1293,0,0,NA,2,1Fam,3,1,1.0,0.0,3,171.0,468.0,539.0,4,3,Y,Norm,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,0,0,0,CBlock,2,Typ,452.0,2.0,3,2,3,5,1954.0,1293,0,GasA,Gd,1Story,2306,1,TA,Lvl,Gtl,11027,Inside,66.95277989337396,IR1,0,20,RL,28.0,1,0,0,5,NAmes,0,5,6,526302030,Y,0,0,CompShg,Hip,WD ,149900,0,Pave,5,1178.0,AllPub,280,1954,1954,2006
2020,0,0,NA,3,1Fam,3,3,1.0,0.0,5,788.0,1232.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Ex,VinylSd,VinylSd,0,4,1,PConc,2,Typ,896.0,3.0,3,2,3,5,2008.0,2020,0,GasA,Ex,1Story,430,1,Ex,Lvl,Gtl,12350,Inside,95.0,Reg,0,20,RL,450.0,1,0,0,5,NridgHt,98,5,9,528108130,Y,0,0,CompShg,Hip,WD ,404000,0,Pave,7,2020.0,AllPub,192,2008,2008,2009
1900,548,0,NA,3,1Fam,3,4,1.0,0.0,3,802.0,636.0,0.0,5,1,Y,Norm,Norm,5,0,TA,TA,Plywood,Plywood,0,4,2,CBlock,3,Typ,441.0,2.0,3,2,3,5,1962.0,2448,0,GasA,TA,2Story,2618,1,TA,HLS,Gtl,18275,Inside,66.95277989337396,IR1,0,60,RL,0.0,0,0,0,9,NAmes,102,8,7,535425080,Y,0,0,CompShg,Gable,WD ,277500,0,Pave,9,1438.0,AllPub,520,1962,1998,2006
977,755,0,NA,3,1Fam,3,1,0.0,0.0,4,741.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,HdBoard,HdBoard,0,3,1,CBlock,2,Typ,476.0,2.0,3,3,3,5,1985.0,1732,1,GasA,TA,2Story,245,1,Gd,Lvl,Gtl,9206,Inside,77.0,Reg,0,60,RL,336.0,3,0,0,6,SawyerW,46,5,6,906201030,Y,0,0,CompShg,Gable,WD ,178000,0,Pave,7,741.0,AllPub,192,1985,1985,2010
1324,0,0,NA,2,TwnhsE,3,1,1.0,0.0,4,461.0,863.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,MetalSd,MetalSd,0,4,1,PConc,2,Typ,550.0,2.0,3,3,3,5,2006.0,1324,0,GasA,Ex,1Story,462,1,Gd,Lvl,Gtl,6240,Inside,48.0,Reg,0,120,RL,176.0,3,0,0,12,NridgHt,38,5,8,528186180,Y,0,0,CompShg,Hip,WD ,254000,0,Pave,6,1324.0,AllPub,192,2006,2006,2009
832,0,0,NA,2,1Fam,2,1,0.0,0.0,2,678.0,0.0,0.0,1,1,N,Norm,Norm,5,0,Fa,TA,AsbShng,AsbShng,0,4,1,BrkTil,1,Typ,780.0,2.0,2,1,2,1,1928.0,832,0,GasA,TA,1Story,182,1,TA,Lvl,Gtl,9656,Inside,68.0,Reg,0,30,RM,0.0,0,0,0,6,OldTown,0,2,2,902207130,N,0,0,CompShg,Gable,WD ,12789,0,Pave,5,678.0,AllPub,0,1923,1970,2010
1253,0,0,NA,3,1Fam,4,1,0.0,0.0,4,1237.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,3,1,PConc,2,Typ,402.0,2.0,3,3,3,5,1995.0,1253,0,GasA,Gd,1Story,1625,1,TA,Lvl,Gtl,7875,Inside,63.0,Reg,0,20,RL,38.0,3,0,0,6,Gilbert,21,5,7,527162090,Y,0,0,CompShg,Gable,WD ,176000,0,Pave,6,1237.0,AllPub,220,1995,1996,2007
